product_name,price,manufacture_date,entry_date,expiry_date,stock,type,imgList,species,dosage_use,side_effect
NUVITA GEL Nutritional Gel for Dogs and Cats - 120g,-84079,2024-05-02,2024-02-13,2027-08-25,172,accessory,"['https://salt.tikicdn.com/ts/product/8e/85/55/256ff961217289085c4871585b642359.jpg', 'https://salt.tikicdn.com/ts/product/11/27/54/3f23ca7865610a486a89f2565dad5980.jpg', 'https://salt.tikicdn.com/ts/product/47/5f/70/c8ca85d942bdd581ae4aa27b9577f5be.jpg']",rabbit,Add one scoop to drinking water daily.,Minor skin peeling after prolonged use.
"Vime Deworm syrup for deworming dogs and cats (Vemedim, 20ml bottle)",-18838,2024-09-02,2025-02-12,2027-02-28,103,accessory,"['https://salt.tikicdn.com/ts/product/38/0f/91/25530901c7957633819260ad6db6d06b.png', 'https://salt.tikicdn.com/ts/product/05/30/76/a80305cc56bd26733024b854a7ccf6c7.jpg']",rabbit,"Administer 2 tablets per day, morning and evening.",Temporary stomach discomfort has been reported.
Bio Rantel Dewormer Tablets for Dogs and Cats,-32815,2024-07-28,2025-09-24,2027-03-19,151,accessory,"['https://salt.tikicdn.com/ts/product/fa/6f/03/91e025a51dea9c18a86d1f706df8d0e2.jpg', 'https://salt.tikicdn.com/ts/product/01/e1/ea/8cb5109bfc5f5ccc199fe63bcc1d2386.jpg', 'https://salt.tikicdn.com/ts/product/24/36/d7/555f7cf4604418fc0b0e5df7d4b68182.jpg']",rabbit,Take one dose every 12 hours.,May cause increased thirst.
"Hanvet Anti-Tick, Scabies and Lice Bathing Spray for Pets 100ml",33520,2024-11-23,2025-09-24,2027-04-03,134,accessory,"['https://salt.tikicdn.com/ts/product/a8/3a/48/dbc19d5d79d7c487bc0ad0d1fd57fa71.jpg', 'https://salt.tikicdn.com/ts/product/be/dd/b8/436f2b87065837fb598055bf997ff8f7.jpg']",bird,"Administer 2 tablets per day, morning and evening.",Mild digestive upset in some cases.
Bio Doxy Tabs – Respiratory Infection Support Pills for Dogs and Cats,-26168,2024-08-21,2024-09-22,2028-03-18,193,accessory,"['https://salt.tikicdn.com/ts/product/39/3b/63/a2a0e3b240384833a26d3cba4d3b9240.jpg', 'https://salt.tikicdn.com/ts/product/48/b1/2f/48a3cda8322ede15c825e1e5b0940c15.jpg']",cate,"Apply externally only, avoid contact with eyes.",May cause light dizziness when used in excess.
"FIVE-PENSTREP.LA - supports the treatment of ARTHRITIS, DERMATITIS, PNEUMONIA, STREPTROCOCACTIC, STAMPS, HEMORRHAGIA",90589,2023-02-07,2025-10-11,2026-11-26,156,accessory,"['https://salt.tikicdn.com/ts/product/6a/7e/db/476ec18dc2ec57660b31a8e8dbad2b3f.png', 'https://salt.tikicdn.com/ts/product/4b/1f/02/9cc82f73fbbf57370b2e8ac6f8a26e4b.jpg', 'https://salt.tikicdn.com/ts/product/88/9e/75/b6eacf161d66fc7e32c08d5acb89b5ff.png']",rabbit,"Apply externally only, avoid contact with eyes.",Rare cases of mild headache have been noted.
"Hanvet Hantox Spray for Dogs, Cats, Scabies, and Fleas (100ml)",-94652,2022-01-05,2025-09-22,2027-01-13,99,accessory,"['https://salt.tikicdn.com/ts/product/85/07/a9/dca36edff76cb69bf6fca2e9dd16df65.jpg', 'https://salt.tikicdn.com/ts/product/a2/13/48/8958ca20702f5a3c90421718e8daefc0.png', 'https://salt.tikicdn.com/ts/product/da/81/71/5eba389ad7a6ba4dbe925f22f9eae8a6.png']",dog,Add one scoop to drinking water daily.,Temporary fatigue during early use.
FRONIL SPOT prevents and treats ticks and fleas on dogs (1 box x 5 ampoules),52786,2023-09-07,2025-01-30,2026-07-13,148,accessory,"['https://salt.tikicdn.com/ts/product/83/99/4b/44199aee651c66821bf4a4326f82c1ac.jpg', 'https://salt.tikicdn.com/ts/product/c3/af/1b/8c021b4ea3f648082fb1b6235d18f081.jpg', 'https://salt.tikicdn.com/ts/product/de/8b/61/9ff30ec9fe45f03f97e30ce697c47538.jpg']",cate,"Administer 2 tablets per day, morning and evening.",Rare cases of mild headache have been noted.
FUNGIKUR - Antifungal medicine for dogs and cats,-110821,2022-08-29,2025-07-06,2027-04-07,170,accessory,"['https://salt.tikicdn.com/ts/product/21/1f/73/031cf5acf9dc326a2dc9f8e4df576894.jpg', 'https://salt.tikicdn.com/ts/product/0b/fa/20/877339fd72aa3f870250ed983cc78d51.jpg', 'https://salt.tikicdn.com/ts/product/fb/61/63/0c34748dbe4f221fc534c134a6ada977.jpg']",rabbit,Take 30 minutes before meals.,Temporary changes in stool consistency.
"Five-Alben100 Oral For Pet - Worm Remover for Fighting Chickens, Oral Birds, Pets (10ml)",51315,2022-06-06,2025-05-17,2028-11-25,108,accessory,['https://salt.tikicdn.com/ts/product/da/7a/f4/0b05ac721183ec69272560c45179d307.jpg'],rabbit,Add one scoop to drinking water daily.,Mild itching at the application site.
"BRAVECTO kills scabies, ticks, and fleas (dogs 4.5-10kg)",29443,2024-10-09,2025-10-13,2028-10-17,128,accessory,"['https://salt.tikicdn.com/ts/product/61/ac/3f/43882b97f2b9c84df76e71e256276c24.jpg', 'https://salt.tikicdn.com/ts/product/f1/3e/c0/0954815dba94ea44e02a7653abd64d8f.jpg', 'https://salt.tikicdn.com/ts/product/4a/b5/cf/75fbb82894c82f7c9112e3f44221dbb0.jpg']",rabbit,Use regularly for best results.,Minor skin peeling after prolonged use.
"1 small box of Frontline Plus (3 tubes) to treat ticks, lice, and fleas (dogs from 20-40kg)",-19771,2023-07-02,2025-08-13,2027-03-22,101,accessory,['https://salt.tikicdn.com/media/catalog/product/b/i/bio-gentadrop-10ml--2-.u2409.d20171024.t161026.251711.jpg'],bird,Use 1 capsule daily after meals.,Occasional sneezing or nasal irritation.
Bioline Ear Care Ear Cleaning Solution for Dogs and Cats 50ml,-89334,2024-09-18,2025-05-10,2026-11-26,99,accessory,"['https://salt.tikicdn.com/ts/product/09/89/ff/043a2d30a7f71dc9dd6e60a944930192.png', 'https://salt.tikicdn.com/ts/product/b3/63/e6/b3007db6f24d355ff486e6dd6ecc2571.png']",bird,"Apply externally only, avoid contact with eyes.",May cause light dizziness when used in excess.
"BRAVECTO kills scabies, ticks, and fleas (dogs 4.5-10kg)",-40642,2024-09-08,2024-02-23,2027-07-19,9,accessory,"['https://salt.tikicdn.com/ts/product/83/99/4b/44199aee651c66821bf4a4326f82c1ac.jpg', 'https://salt.tikicdn.com/ts/product/c3/af/1b/8c021b4ea3f648082fb1b6235d18f081.jpg', 'https://salt.tikicdn.com/ts/product/de/8b/61/9ff30ec9fe45f03f97e30ce697c47538.jpg']",dog,Use as directed by your veterinarian.,Temporary fatigue during early use.
"Hanvet Hantox Spray for Dogs, Cats, Scabies, and Fleas (100ml)",-12130,2022-11-12,2024-10-18,2027-02-02,120,accessory,"['https://salt.tikicdn.com/ts/product/e9/b0/9b/67ac7c997f454370348d18a665c8a719.png', 'https://salt.tikicdn.com/ts/product/59/f8/00/0b083a3c94d3763de6e9516fc8b520ac.png', 'https://salt.tikicdn.com/ts/product/91/67/d3/960331d2ea165f405abe554a92a356a0.png']",rabbit,Take twice a day with a full glass of water.,Mild digestive upset in some cases.
Nexgard chewable tablets to treat fleas and ticks for dogs (1 tablet) - 10-25kg,301369,2022-03-03,2024-05-13,2028-08-22,179,accessory,"['https://salt.tikicdn.com/ts/product/c6/f5/fa/b63e27f668314e8d441a01ad41b356d9.png', 'https://salt.tikicdn.com/ts/product/71/fc/c0/58a80f9d6538042b9d3e6e8dc2b6d256.png', 'https://salt.tikicdn.com/ts/product/6c/e7/c0/e987fed2ac666d8b2410e3cd5cda622d.jpg']",cate,"Apply externally only, avoid contact with eyes.",Temporary fatigue during early use.
"Seasal Drop Nose Drops - Helps with Stuffy Nose, Runny Nose, Cleans Nose for Dogs and Cats",-4659,2023-12-07,2024-12-04,2028-08-07,149,accessory,"['https://salt.tikicdn.com/ts/product/1f/d9/6d/b414f9297011264d1b10155511ac9db2.png', 'https://salt.tikicdn.com/ts/product/ea/88/8f/570c217dbd8c1742a8c80a87d6909d04.png', 'https://salt.tikicdn.com/ts/product/7d/60/40/ed41c0eba870ed102a014fdd3dc4a037.png']",cate,Take 30 minutes before meals.,Mild digestive upset in some cases.
1 box x 6 HEARTGARD tablets (new model) deworming dogs from 600gr-11.5kg,-17116,2022-11-23,2024-01-17,2027-04-07,130,accessory,"['https://salt.tikicdn.com/ts/product/66/a7/57/cae0f82fb980fd8bbf597321125b5d91.jpg', 'https://salt.tikicdn.com/ts/product/5e/93/ba/e6c16bd9e085360c10a2d13de43e7cad.jpg', 'https://salt.tikicdn.com/ts/product/33/69/c5/a6848e06ac605ce32a2afde4ac6765d7.jpg']",bird,Spray directly onto the surface and let dry.,Temporary loss of appetite may occur.
"Fenben 10% (Fenbendazole) Special treatment for worms and tapeworms for dogs and cats, can be used for dogs, small cats and pregnant dogs and cats, 120ml bottle, Vemedim product",-42968,2023-11-18,2025-04-17,2027-04-10,144,accessory,"['https://salt.tikicdn.com/ts/product/85/07/a9/dca36edff76cb69bf6fca2e9dd16df65.jpg', 'https://salt.tikicdn.com/ts/product/a2/13/48/8958ca20702f5a3c90421718e8daefc0.png', 'https://salt.tikicdn.com/ts/product/da/81/71/5eba389ad7a6ba4dbe925f22f9eae8a6.png']",bird,Take 30 minutes before meals.,Slight redness or irritation may appear.
BIO GENTADROP Eye Drops Solution for Dogs and Cats 10ml Bottle,-42499,2024-08-10,2024-09-12,2026-12-05,19,accessory,"['https://salt.tikicdn.com/ts/product/a9/e8/8d/a8aceca1edf7bd5fd41bd9433f2ffb89.jpg', 'https://salt.tikicdn.com/ts/product/28/28/4b/eabb284ad20020bd85c6cd144af5ffbd.jpg']",dog,Massage into skin until fully absorbed.,May cause slight dryness of the skin.
"1 box of NexGard to treat scabies, dermatitis, and lice (dogs from 10 - 25kg, 6 chewable tablets)",-42321,2022-09-10,2025-09-24,2026-07-23,86,accessory,"['https://salt.tikicdn.com/ts/product/d5/f2/2f/fc0cca1781130298af92fb8fc4f82ed0.jpg', 'https://salt.tikicdn.com/ts/product/dd/d0/53/aa32783cd8da0f67c97bb091aa0e1316.jpg', 'https://salt.tikicdn.com/ts/product/e4/d7/25/41292bae51df795654ab18d86f2340f9.jpg']",dog,Take one dose every 12 hours.,May cause increased thirst.
Fungikur Good Anti-Fungal Spray for Dogs and Cats 50ml,-52821,2022-11-23,2024-06-05,2026-01-09,172,accessory,"['https://salt.tikicdn.com/ts/product/71/3c/8c/88af8b40612269745e51d4260796c580.jpg', 'https://salt.tikicdn.com/ts/product/81/a6/d5/15590f49b97d220270e054928622833f.jpg', 'https://salt.tikicdn.com/ts/product/81/a5/39/ab45ccdaf9e4912c05ff06e1754f3e9c.jpg']",bird,"Administer 2 tablets per day, morning and evening.",Temporary stomach discomfort has been reported.
2.5ml bottle of flea treatment for cats and dogs for pets,37134,2024-09-02,2025-01-30,2027-10-18,166,accessory,"['https://salt.tikicdn.com/ts/product/3c/e1/1f/9ef5e8b35bd7201c64553da3a78d4dce.jpg', 'https://salt.tikicdn.com/ts/product/a2/13/48/9e045cabcfb1234cffa9c2f92093c7e3.png', 'https://salt.tikicdn.com/ts/product/da/81/71/9aff1e0f70014e68e9e6557e74e7f269.png']",cate,Mix 5 ml with food once daily.,Temporary loss of appetite may occur.
"1 box of NexGard Spectra to treat worms, scabies, dermatitis, ticks and lice (dogs 15 - 30kg; box of 3 tablets)",-51992,2023-06-28,2024-01-28,2027-06-17,112,accessory,['https://salt.tikicdn.com/ts/product/1b/20/8b/9084fcd94cf2523f65bbcd7bcfd3946d.jpg'],dog,"Apply externally only, avoid contact with eyes.",Occasional nausea in sensitive individuals.
Hanpet dewormer - Dog and cat dewormer in tablet form,-199582,2024-05-02,2024-05-13,2026-03-16,162,accessory,"['https://salt.tikicdn.com/ts/product/9d/36/eb/027562d7cffa6c68c828d6f159ababf7.png', 'https://salt.tikicdn.com/ts/product/29/f9/96/a8b3d58af94af4d950cd6f53e6d23071.png']",dog,"Administer 2 tablets per day, morning and evening.",Temporary fatigue during early use.
"Prevent defecation, repel dogs and cats Fay Repell-400ml",-43709,2022-08-10,2024-06-14,2026-01-22,152,accessory,"['https://salt.tikicdn.com/ts/product/21/8e/6c/0043b2fbfa22a591d4ca7c95fede136a.jpg', 'https://salt.tikicdn.com/ts/product/d2/71/e9/5740c7f00d3722b1a97d2ad649d4df14.jpg', 'https://salt.tikicdn.com/ts/product/3e/b3/cb/94aeb458902849facc835ee77cb557ab.jpg']",dog,"Administer 2 tablets per day, morning and evening.",Rare cases of mild headache have been noted.
"Bio ProGard chewable tablets kill ticks, fleas, and scabies in dogs",15466,2023-01-29,2025-10-11,2027-04-07,171,accessory,"['https://salt.tikicdn.com/ts/product/c0/ff/8c/b1b24d9700aa845858ce6a7dedc8a863.png', 'https://salt.tikicdn.com/ts/product/5f/c3/bf/01f19f4aface9783fb49870cdb4bd345.png', 'https://salt.tikicdn.com/ts/product/d1/86/96/9b0e5367c139eecf1c5ad287e814adbe.png']",cate,Use 1 capsule daily after meals.,Temporary changes in stool consistency.
"Prevent defecation, repel dogs and cats Fay Repell-400ml",-30791,2023-04-14,2024-06-14,2027-11-30,143,accessory,"['https://salt.tikicdn.com/media/catalog/product/h/a/hantox-shampoo-xanh-200m--1-.u2409.d20171011.t095807.572584.jpg', 'https://salt.tikicdn.com/media/catalog/product/h/a/hantox-shampoo-xanh-200m--2-.u2409.d20171011.t095807.613900.jpg']",dog,Take 30 minutes before meals.,Temporary loss of appetite may occur.
Fungikur Good Anti-Fungal Spray for Dogs and Cats 50ml,-34808,2023-02-07,2024-03-04,2027-08-25,142,accessory,"['https://salt.tikicdn.com/ts/product/a9/e8/8d/a8aceca1edf7bd5fd41bd9433f2ffb89.jpg', 'https://salt.tikicdn.com/ts/product/28/28/4b/eabb284ad20020bd85c6cd144af5ffbd.jpg']",rabbit,Take 30 minutes before meals.,Temporary changes in stool consistency.
"Vemedim Domax injection solution to treat internal and external parasites for dogs and cats such as worms, scabies, lice, ticks, 5ml bottle",-30470,2023-09-07,2025-05-26,2027-05-19,196,accessory,"['https://salt.tikicdn.com/ts/product/b1/c8/c8/10b5c403868b8a898aa3ebfe72ec1eac.png', 'https://salt.tikicdn.com/ts/product/ba/c6/52/ddef0aa13b882b7c11ad5fb0826b37b4.png', 'https://salt.tikicdn.com/ts/product/70/33/05/392cf807ca00f9a2440e8aa74c95318a.png']",rabbit,Take one dose every 12 hours.,Mild itching at the application site.
Small Ticks and Fleas Frontline Plus for Cats Over 2 Months,-53935,2023-05-29,2025-01-28,2028-12-22,83,accessory,"['https://salt.tikicdn.com/ts/product/a8/3a/48/dbc19d5d79d7c487bc0ad0d1fd57fa71.jpg', 'https://salt.tikicdn.com/ts/product/be/dd/b8/436f2b87065837fb598055bf997ff8f7.jpg']",dog,"Administer 2 tablets per day, morning and evening.",May cause slight dryness of the skin.
"Medicine for bathing or spraying to treat scabies, mites and lice on dogs Bayticol",84284,2023-03-28,2025-08-29,2027-06-21,124,accessory,"['https://salt.tikicdn.com/ts/product/82/36/f7/556a326df0f3c98c8c975ef245ada2c5.png', 'https://salt.tikicdn.com/ts/product/dc/38/38/b021f9f5735d5defb161d7462cbbeb97.png', 'https://salt.tikicdn.com/ts/product/80/c3/24/30e8b3df82c2288cdab56e24d4d9f968.png']",rabbit,Use 1 capsule daily after meals.,Occasional sneezing or nasal irritation.
"1 box of NexGard to treat scabies, dermatitis, and lice (dogs from 10 - 25kg, 6 chewable tablets)",-18297,2022-11-23,2024-03-04,2028-04-23,131,accessory,"['https://salt.tikicdn.com/ts/product/58/ea/07/91dc3a6f7926ec98a70b0fb44a31e86f.png', 'https://salt.tikicdn.com/ts/product/2b/5f/2b/29136f50cd4394afb324f2283a0f1425.png', 'https://salt.tikicdn.com/ts/product/7c/37/11/c60b0ed55688c08dc62d57119e541e5e.png']",cate,Apply a thin layer to the affected area once daily.,Temporary stomach discomfort has been reported.
"VF Core functional reward soup supplemented with Lysine for cats, 12g package",-15345,2022-05-21,2024-12-26,2026-09-19,63,accessory,"['https://salt.tikicdn.com/ts/product/62/4a/11/71f63f54541c5cdbcb9c79f18bf16ccd.jpg', 'https://salt.tikicdn.com/ts/product/f0/6a/26/50fb3ec7764b62a351d2cc3ced3ae45e.jpg', 'https://salt.tikicdn.com/ts/product/e6/7f/5e/b1043cc9ca55edd17440f58632241475.jpg']",cate,Take twice a day with a full glass of water.,Temporary stomach discomfort has been reported.
"Hantox Spray kills fleas, ticks, and scabies on dogs and cats (100ml bottle)",17358,2024-09-02,2025-04-17,2027-07-19,123,accessory,"['https://salt.tikicdn.com/ts/product/b1/c8/c8/10b5c403868b8a898aa3ebfe72ec1eac.png', 'https://salt.tikicdn.com/ts/product/ba/c6/52/ddef0aa13b882b7c11ad5fb0826b37b4.png', 'https://salt.tikicdn.com/ts/product/70/33/05/392cf807ca00f9a2440e8aa74c95318a.png']",cate,Use 1 capsule daily after meals.,Temporary loss of appetite may occur.
"Dog and cat dermatitis spray bottle (Alkin, UK, 50ml)",-24342,2022-06-30,2025-12-19,2027-01-13,17,accessory,['https://salt.tikicdn.com/ts/product/8d/0d/84/c2edd454d3d2557cf1309465665e3fb8.png'],cate,Use up to 3 times daily if needed.,Mild itching at the application site.
"Vemedim Micona Spray Folliculitis, Dermatitis, Ringworm Spray for Dogs and Cats - 100ml Bottle",-81121,2024-12-07,2025-02-01,2027-11-30,157,accessory,['https://salt.tikicdn.com/media/catalog/product/h/a/hantox-spray-100ml.u2409.d20171011.t074305.772080.jpg'],cate,Take twice a day with a full glass of water.,Mild itching at the application site.
"VIME FRONDOG kills ticks, fleas, dogs and cats",121364,2024-09-08,2024-12-21,2026-09-13,108,accessory,"['https://salt.tikicdn.com/ts/product/81/15/d9/033d3aaff95411acd4fa15f548f78f93.jpg', 'https://salt.tikicdn.com/ts/product/a7/ea/b9/2f70df9ae4581c4229afcbbc29755f0f.jpg', 'https://salt.tikicdn.com/ts/product/95/f4/d6/d37614e0b48a59e4d6431e9978dce3de.jpg']",cate,Use 1 capsule daily after meals.,Occasional nausea in sensitive individuals.
Bio Gentazol Ear Drops for Dogs,-7948,2023-01-29,2024-07-30,2028-06-14,97,accessory,"['https://salt.tikicdn.com/ts/product/d3/0b/18/f82878cb2f83fec9d486976bd226f68a.jpg', 'https://salt.tikicdn.com/ts/product/10/d1/c4/d1cf3695a561445f0b0b906a41b9b12d.jpg', 'https://salt.tikicdn.com/ts/product/1d/06/51/34a3cdf60a116b68cb88c09783d24d54.jpg']",rabbit,Use up to 3 times daily if needed.,Mild drowsiness may occur during initial use.
Nexgard chewable tablets to treat fleas and ticks for dogs (1 tablet) - 4-10kg,99324,2022-12-31,2024-11-12,2028-08-22,108,accessory,['https://salt.tikicdn.com/media/catalog/product/h/a/hantoxspray100ml.u5530.d20170804.t111820.366175.jpg'],bird,Use 1 capsule daily after meals.,May cause slight dryness of the skin.
"Hanvet Hantox Flea, Tick, Scabies, Dog and Cat Bath Oil 200ml",150938,2022-10-25,2025-06-20,2028-11-06,149,accessory,"['https://salt.tikicdn.com/ts/product/55/c6/5f/06f3c3e70f6cf8d762d9d6c8168f67d7.jpg', 'https://salt.tikicdn.com/ts/product/4b/c1/0d/d730547e6b23f618ea76efda146cdaee.jpg', 'https://salt.tikicdn.com/ts/product/75/89/c2/dc940a59d947ada8320ec2f9589b081a.jpg']",rabbit,Take 30 minutes before meals.,Occasional nausea in sensitive individuals.
"HEARTGARD Worm Removal Chewable Tablets - Heartworm, Roundworm, Hookworm Prevention for Dogs",89808,2024-09-18,2024-09-20,2027-11-07,110,accessory,"['https://salt.tikicdn.com/media/catalog/product/h/a/hantox-shampoo-xanh-200m--1-.u2409.d20171011.t095807.572584.jpg', 'https://salt.tikicdn.com/media/catalog/product/h/a/hantox-shampoo-xanh-200m--2-.u2409.d20171011.t095807.613900.jpg']",bird,Take 30 minutes before meals.,May cause slight dryness of the skin.
"FIVE-PENSTREP.LA - supports the treatment of ARTHRITIS, DERMATITIS, PNEUMONIA, STREPTROCOCACTIC, STAMPS, HEMORRHAGIA",39315,2022-02-06,2024-07-30,2026-03-12,85,accessory,"['https://salt.tikicdn.com/ts/product/d5/f2/2f/fc0cca1781130298af92fb8fc4f82ed0.jpg', 'https://salt.tikicdn.com/ts/product/dd/d0/53/aa32783cd8da0f67c97bb091aa0e1316.jpg', 'https://salt.tikicdn.com/ts/product/e4/d7/25/41292bae51df795654ab18d86f2340f9.jpg']",dog,Spray directly onto the surface and let dry.,Temporary loss of appetite may occur.
"Hantox Spray kills fleas, ticks, and scabies on dogs and cats (100ml bottle)",-42641,2022-11-23,2024-01-17,2027-08-25,182,accessory,"['https://salt.tikicdn.com/ts/product/85/07/a9/dca36edff76cb69bf6fca2e9dd16df65.jpg', 'https://salt.tikicdn.com/ts/product/a2/13/48/8958ca20702f5a3c90421718e8daefc0.png', 'https://salt.tikicdn.com/ts/product/da/81/71/5eba389ad7a6ba4dbe925f22f9eae8a6.png']",bird,Spray directly onto the surface and let dry.,Temporary fatigue during early use.
"VIME FRONDOG kills ticks, fleas, dogs and cats",32104,2024-12-07,2024-12-24,2026-01-01,90,accessory,"['https://salt.tikicdn.com/ts/product/f3/98/5b/4e7e8c38af45450983ed59e3392f1956.png', 'https://salt.tikicdn.com/ts/product/30/4b/e6/f4eab6b7d1d1fc627667294cc8bce035.png']",bird,"Apply externally only, avoid contact with eyes.",May cause light dizziness when used in excess.
"Hanvet Hantox Green Flea, Tick, Scabies, Dog and Cat Bath Oil (200ml)",40629,2023-03-04,2024-05-20,2027-11-30,192,accessory,"['https://salt.tikicdn.com/ts/product/2b/e8/64/5ffaf98e3c4c9d8de4d38f7eb6880e41.jpg', 'https://salt.tikicdn.com/ts/product/f8/bc/3f/10d7e0453a9832f3a866d7d4a79a9bea.jpg', 'https://salt.tikicdn.com/ts/product/76/ff/1a/db99f3222ee749446659551a8daa5798.jpg']",dog,Mix 5 ml with food once daily.,Temporary loss of appetite may occur.
"BOSSEN - URI Shield (dogs) Supports Bladder Protection for Dogs, Helps Urinary Health - Box of 12 tablets",137182,2024-03-10,2025-02-12,2027-06-05,202,accessory,['https://salt.tikicdn.com/media/catalog/product/h/a/hantoxspray100ml.u5530.d20170804.t111820.366175.jpg'],cate,Use as directed by your veterinarian.,May cause light dizziness when used in excess.
